,Unnamed: 0,pokedex_number,name,german_name,japanese_name,generation,is_sub_legendary,is_legendary,is_mythical,species,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,egg_type_number,egg_type_1,egg_type_2,percentage_male,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
845,845,726,Torracat,Miezunder,ニャヒート ,7,0,0,0,Fire Cat Pokémon,1,Fire,,0.7,25.0,2,Blaze,,Intimidate,420.0,65.0,85.0,50.0,80.0,50.0,90.0,45.0,70.0,147.0,Medium Slow,1,Field,,87.5,15.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
846,846,727,Incineroar,Fuegro,ガオガエン ,7,0,0,0,Heel Pokémon,2,Fire,Dark,1.8,83.0,2,Blaze,,Intimidate,530.0,95.0,115.0,90.0,80.0,90.0,60.0,45.0,70.0,239.0,Medium Slow,1,Field,,87.5,15.0,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,0.5,1.0
847,847,728,Popplio,Robball,アシマリ ,7,0,0,0,Sea Lion Pokémon,1,Water,,0.4,7.5,2,Torrent,,Liquid Voice,320.0,50.0,54.0,54.0,66.0,56.0,40.0,45.0,70.0,64.0,Medium Slow,2,Field,Water 1,87.5,15.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
848,848,729,Brionne,Marikeck,オシャマリ ,7,0,0,0,Pop Star Pokémon,1,Water,,0.6,17.5,2,Torrent,,Liquid Voice,420.0,60.0,69.0,69.0,91.0,81.0,50.0,45.0,70.0,147.0,Medium Slow,2,Field,Water 1,87.5,15.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
849,849,730,Primarina,Primarene,アシレーヌ ,7,0,0,0,Soloist Pokémon,2,Water,Fairy,1.8,44.0,2,Torrent,,Liquid Voice,530.0,80.0,74.0,74.0,126.0,116.0,60.0,45.0,70.0,239.0,Medium Slow,2,Field,Water 1,87.5,15.0,1.0,0.5,0.5,2.0,2.0,0.5,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0
850,850,731,Pikipek,Peppeck,ツツケラ ,7,0,0,0,Woodpecker Pokémon,2,Normal,Flying,0.3,1.2,3,Keen Eye,Skill Link,Pickup,265.0,35.0,75.0,30.0,30.0,30.0,65.0,255.0,70.0,53.0,Medium Fast,1,Flying,,50.0,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
851,851,732,Trumbeak,Trompeck,ケララッパ ,7,0,0,0,Bugle Beak Pokémon,2,Normal,Flying,0.6,14.8,3,Keen Eye,Skill Link,Pickup,355.0,55.0,85.0,50.0,40.0,50.0,75.0,120.0,70.0,124.0,Medium Fast,1,Flying,,50.0,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
852,852,733,Toucannon,Tukanon,ドデカバシ ,7,0,0,0,Cannon Pokémon,2,Normal,Flying,1.1,26.0,3,Keen Eye,Skill Link,Sheer Force,485.0,80.0,120.0,75.0,75.0,75.0,60.0,45.0,70.0,218.0,Medium Fast,1,Flying,,50.0,15.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
853,853,734,Yungoos,Mangunior,ヤングース ,7,0,0,0,Loitering Pokémon,1,Normal,,0.4,6.0,3,Strong Jaw,Stakeout,Adaptability,253.0,48.0,70.0,30.0,30.0,30.0,45.0,255.0,70.0,51.0,Medium Fast,1,Field,,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
854,854,735,Gumshoos,Manguspektor,デカグース ,7,0,0,0,Stakeout Pokémon,1,Normal,,0.7,14.2,3,Strong Jaw,Stakeout,Adaptability,418.0,88.0,110.0,60.0,55.0,60.0,45.0,127.0,70.0,146.0,Medium Fast,1,Field,,50.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
855,855,736,Grubbin,Mabula,アゴジムシ ,7,0,0,0,Larva Pokémon,1,Bug,,0.4,4.4,1,Swarm,,,300.0,47.0,62.0,45.0,55.0,45.0,46.0,255.0,70.0,60.0,Medium Fast,1,Bug,,50.0,15.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
856,856,737,Charjabug,Akkup,デンヂムシ ,7,0,0,0,Battery Pokémon,2,Bug,Electric,0.5,10.5,1,Battery,,,400.0,57.0,82.0,95.0,55.0,75.0,36.0,120.0,70.0,140.0,Medium Fast,1,Bug,,50.0,15.0,1.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
857,857,738,Vikavolt,Donarion,クワガノン ,7,0,0,0,Stag Beetle Pokémon,2,Bug,Electric,1.5,45.0,1,Levitate,,,500.0,77.0,70.0,90.0,145.0,75.0,43.0,45.0,70.0,225.0,Medium Fast,1,Bug,,50.0,15.0,1.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
858,858,739,Crabrawler,Krabbox,マケンカニ ,7,0,0,0,Boxing Pokémon,1,Fighting,,0.6,7.0,3,Hyper Cutter,Iron Fist,Anger Point,338.0,47.0,82.0,57.0,42.0,47.0,63.0,225.0,70.0,68.0,Medium Fast,1,Water 3,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
859,859,740,Crabominable,Krawell,ケケンカニ ,7,0,0,0,Woolly Crab Pokémon,2,Fighting,Ice,1.7,180.0,3,Hyper Cutter,Iron Fist,Anger Point,478.0,97.0,132.0,77.0,62.0,67.0,43.0,60.0,70.0,167.0,Medium Fast,1,Water 3,,50.0,20.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,2.0,2.0,0.5,1.0,1.0,1.0,0.5,2.0,2.0
860,860,741,Oricorio Baile Style,Choreogel,オドリドリ ,7,0,0,0,Dancing Pokémon,2,Fire,Flying,0.6,3.4,1,Dancer,,,476.0,75.0,70.0,70.0,98.0,70.0,93.0,45.0,70.0,167.0,Medium Fast,1,Flying,,25.0,20.0,1.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5
861,861,741,Oricorio Pom-Pom Style,Choreogel,オドリドリ ,7,0,0,0,Dancing Pokémon,2,Electric,Flying,0.6,3.4,1,Dancer,,,476.0,75.0,70.0,70.0,98.0,70.0,93.0,45.0,70.0,167.0,Medium Fast,1,Flying,,25.0,20.0,1.0,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
862,862,741,Oricorio Pa'u Style,Choreogel,オドリドリ ,7,0,0,0,Dancing Pokémon,2,Psychic,Flying,0.6,3.4,1,Dancer,,,476.0,75.0,70.0,70.0,98.0,70.0,93.0,45.0,70.0,167.0,Medium Fast,1,Flying,,25.0,20.0,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
863,863,741,Oricorio Sensu Style,Choreogel,オドリドリ ,7,0,0,0,Dancing Pokémon,2,Ghost,Flying,0.6,3.4,1,Dancer,,,476.0,75.0,70.0,70.0,98.0,70.0,93.0,45.0,70.0,167.0,Medium Fast,1,Flying,,25.0,20.0,0.0,1.0,1.0,2.0,0.5,2.0,0.0,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,1.0,1.0
864,864,742,Cutiefly,Wommel,アブリー ,7,0,0,0,Bee Fly Pokémon,2,Bug,Fairy,0.1,0.2,3,Honey Gather,Shield Dust,Sweet Veil,304.0,40.0,45.0,40.0,55.0,40.0,84.0,190.0,70.0,61.0,Medium Fast,2,Bug,Fairy,50.0,20.0,1.0,2.0,1.0,1.0,0.5,1.0,0.25,2.0,0.5,2.0,1.0,0.5,2.0,1.0,0.0,0.5,2.0,1.0
865,865,743,Ribombee,Bandelby,アブリボン ,7,0,0,0,Bee Fly Pokémon,2,Bug,Fairy,0.2,0.5,3,Honey Gather,Shield Dust,Sweet Veil,464.0,60.0,55.0,60.0,95.0,70.0,124.0,75.0,70.0,162.0,Medium Fast,2,Bug,Fairy,50.0,20.0,1.0,2.0,1.0,1.0,0.5,1.0,0.25,2.0,0.5,2.0,1.0,0.5,2.0,1.0,0.0,0.5,2.0,1.0
866,866,744,Rockruff,Wuffels,イワンコ ,7,0,0,0,Puppy Pokémon,1,Rock,,0.5,9.2,3,Keen Eye,Vital Spirit,Steadfast,280.0,45.0,65.0,40.0,30.0,40.0,60.0,190.0,70.0,56.0,Medium Fast,1,Field,,50.0,15.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
867,867,744,Own Tempo Rockruff,Wuffels,イワンコ ,7,0,0,0,Puppy Pokémon,1,Rock,,0.5,9.2,1,Own Tempo,,,280.0,45.0,65.0,40.0,30.0,40.0,60.0,190.0,70.0,56.0,Medium Fast,1,Field,,50.0,15.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
868,868,745,Lycanroc Midday Form,Wolwerock,ルガルガン ,7,0,0,0,Wolf Pokémon,1,Rock,,0.8,25.0,3,Keen Eye,Sand Rush,Steadfast,487.0,75.0,115.0,65.0,55.0,65.0,112.0,90.0,70.0,170.0,Medium Fast,1,Field,,50.0,15.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
869,869,745,Lycanroc Midnight Form,Wolwerock,ルガルガン ,7,0,0,0,Wolf Pokémon,1,Rock,,1.1,25.0,3,Keen Eye,Vital Spirit,No Guard,487.0,85.0,115.0,75.0,55.0,75.0,82.0,90.0,70.0,170.0,Medium Fast,1,Field,,50.0,15.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
870,870,745,Lycanroc Dusk Form,Wolwerock,ルガルガン ,7,0,0,0,Wolf Pokémon,1,Rock,,0.8,25.0,1,Tough Claws,,,487.0,75.0,117.0,65.0,55.0,65.0,110.0,90.0,70.0,170.0,Medium Fast,1,Field,,50.0,15.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
871,871,746,Wishiwashi Solo Form,Lusardin,ヨワシ ,7,0,0,0,Small Fry Pokémon,1,Water,,0.2,0.3,1,Schooling,,,175.0,45.0,20.0,20.0,25.0,25.0,40.0,60.0,70.0,61.0,Fast,1,Water 2,,50.0,15.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
872,872,746,Wishiwashi School Form,Lusardin,ヨワシ ,7,0,0,0,Small Fry Pokémon,1,Water,,8.2,78.6,1,Schooling,,,620.0,45.0,140.0,130.0,140.0,135.0,30.0,60.0,70.0,217.0,Fast,1,Water 2,,50.0,15.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
873,873,747,Mareanie,Garstella,ヒドイデ ,7,0,0,0,Brutal Star Pokémon,2,Poison,Water,0.4,8.0,3,Merciless,Limber,Regenerator,305.0,50.0,53.0,62.0,43.0,52.0,45.0,190.0,70.0,61.0,Medium Fast,1,Water 1,,50.0,20.0,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
874,874,748,Toxapex,Aggrostella,ドヒドイデ ,7,0,0,0,Brutal Star Pokémon,2,Poison,Water,0.7,14.5,3,Merciless,Limber,Regenerator,495.0,50.0,63.0,152.0,53.0,142.0,35.0,75.0,70.0,173.0,Medium Fast,1,Water 1,,50.0,20.0,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
875,875,749,Mudbray,Pampuli,ドロバンコ ,7,0,0,0,Donkey Pokémon,1,Ground,,1.0,110.0,3,Own Tempo,Stamina,Inner Focus,385.0,70.0,100.0,70.0,45.0,55.0,45.0,190.0,70.0,77.0,Medium Fast,1,Field,,50.0,20.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
876,876,750,Mudsdale,Pampross,バンバドロ ,7,0,0,0,Draft Horse Pokémon,1,Ground,,2.5,920.0,3,Own Tempo,Stamina,Inner Focus,500.0,100.0,125.0,100.0,55.0,85.0,35.0,60.0,70.0,175.0,Medium Fast,1,Field,,50.0,20.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
877,877,751,Dewpider,Araqua,シズクモ ,7,0,0,0,Water Bubble Pokémon,2,Water,Bug,0.3,4.0,2,Water Bubble,,Water Absorb,269.0,38.0,40.0,52.0,40.0,72.0,27.0,200.0,70.0,54.0,Medium Fast,2,Bug,Water 1,50.0,15.0,1.0,0.5,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
878,878,752,Araquanid,Aranestro,オニシズクモ ,7,0,0,0,Water Bubble Pokémon,2,Water,Bug,1.8,82.0,2,Water Bubble,,Water Absorb,454.0,68.0,70.0,92.0,50.0,132.0,42.0,100.0,70.0,159.0,Medium Fast,2,Bug,Water 1,50.0,15.0,1.0,0.5,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
879,879,753,Fomantis,Imantis,カリキリ ,7,0,0,0,Sickle Grass Pokémon,1,Grass,,0.3,1.5,2,Leaf Guard,,Contrary,250.0,40.0,55.0,35.0,50.0,35.0,35.0,190.0,70.0,50.0,Medium Fast,1,Grass,,50.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
880,880,754,Lurantis,Mantidea,ラランテス ,7,0,0,0,Bloom Sickle Pokémon,1,Grass,,0.9,18.5,2,Leaf Guard,,Contrary,480.0,70.0,105.0,90.0,80.0,90.0,45.0,75.0,70.0,168.0,Medium Fast,1,Grass,,50.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
881,881,755,Morelull,Bubungus,ネマシュ ,7,0,0,0,Illuminating Pokémon,2,Grass,Fairy,0.2,1.5,3,Illuminate,Effect Spore,Rain Dish,285.0,40.0,35.0,55.0,65.0,75.0,15.0,190.0,70.0,57.0,Medium Fast,1,Grass,,50.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0
882,882,756,Shiinotic,Lamellux,マシェード ,7,0,0,0,Illuminating Pokémon,2,Grass,Fairy,1.0,11.5,3,Illuminate,Effect Spore,Rain Dish,405.0,60.0,45.0,80.0,90.0,100.0,30.0,75.0,70.0,142.0,Medium Fast,1,Grass,,50.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0
883,883,757,Salandit,Molunk,ヤトウモリ ,7,0,0,0,Toxic Lizard Pokémon,2,Poison,Fire,0.6,4.8,2,Corrosion,,Oblivious,320.0,48.0,44.0,40.0,71.0,40.0,77.0,120.0,70.0,64.0,Medium Fast,2,Dragon,Monster,87.5,20.0,1.0,0.5,2.0,1.0,0.25,0.5,0.5,0.5,4.0,1.0,2.0,0.25,2.0,1.0,1.0,1.0,0.5,0.25
884,884,758,Salazzle,Amfira,エンニュート ,7,0,0,0,Toxic Lizard Pokémon,2,Poison,Fire,1.2,22.2,2,Corrosion,,Oblivious,480.0,68.0,64.0,60.0,111.0,60.0,117.0,45.0,70.0,168.0,Medium Fast,2,Dragon,Monster,0.0,20.0,1.0,0.5,2.0,1.0,0.25,0.5,0.5,0.5,4.0,1.0,2.0,0.25,2.0,1.0,1.0,1.0,0.5,0.25
885,885,759,Stufful,Velursi,ヌイコグマ ,7,0,0,0,Flailing Pokémon,2,Normal,Fighting,0.5,6.8,3,Fluffy,Klutz,Cute Charm,340.0,70.0,75.0,50.0,45.0,50.0,50.0,140.0,70.0,68.0,Medium Fast,1,Field,,50.0,15.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.5,0.5,0.0,1.0,0.5,1.0,2.0
886,886,760,Bewear,Kosturso,キテルグマ ,7,0,0,0,Strong Arm Pokémon,2,Normal,Fighting,2.1,135.0,3,Fluffy,Klutz,Unnerve,500.0,120.0,125.0,80.0,55.0,60.0,60.0,70.0,70.0,175.0,Medium Fast,1,Field,,50.0,15.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.5,0.5,0.0,1.0,0.5,1.0,2.0
887,887,761,Bounsweet,Frubberl,アマカジ ,7,0,0,0,Fruit Pokémon,1,Grass,,0.3,3.2,3,Leaf Guard,Oblivious,Sweet Veil,210.0,42.0,30.0,38.0,30.0,38.0,32.0,235.0,70.0,42.0,Medium Slow,1,Grass,,0.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
888,888,762,Steenee,Frubaila,アママイコ ,7,0,0,0,Fruit Pokémon,1,Grass,,0.7,8.2,3,Leaf Guard,Oblivious,Sweet Veil,290.0,52.0,40.0,48.0,40.0,48.0,62.0,120.0,70.0,102.0,Medium Slow,1,Grass,,0.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
889,889,763,Tsareena,Fruyal,アマージョ ,7,0,0,0,Fruit Pokémon,1,Grass,,1.2,21.4,3,Leaf Guard,Queenly Majesty,Sweet Veil,510.0,72.0,120.0,98.0,50.0,98.0,72.0,45.0,70.0,230.0,Medium Slow,1,Grass,,0.0,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
890,890,764,Comfey,Curelei,キュワワー ,7,0,0,0,Posy Picker Pokémon,1,Fairy,,0.1,0.3,3,Flower Veil,Triage,Natural Cure,485.0,51.0,52.0,90.0,82.0,110.0,100.0,60.0,70.0,170.0,Fast,1,Grass,,25.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
891,891,765,Oranguru,Kommandutan,ヤレユータン ,7,0,0,0,Sage Pokémon,2,Normal,Psychic,1.5,76.0,3,Inner Focus,Telepathy,Symbiosis,490.0,90.0,60.0,80.0,90.0,110.0,60.0,45.0,70.0,172.0,Slow,1,Field,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.0,1.0,2.0,1.0,1.0
892,892,766,Passimian,Quartermak,ナゲツケサル ,7,0,0,0,Teamwork Pokémon,1,Fighting,,2.0,82.8,2,Receiver,,Defiant,490.0,100.0,120.0,90.0,40.0,60.0,80.0,45.0,70.0,172.0,Slow,1,Field,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
893,893,767,Wimpod,Reißlaus,コソクムシ ,7,0,0,0,Turn Tail Pokémon,2,Bug,Water,0.5,12.0,1,Wimp Out,,,230.0,25.0,35.0,40.0,20.0,30.0,80.0,90.0,70.0,46.0,Medium Fast,2,Bug,Water 3,50.0,20.0,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
894,894,768,Golisopod,Tectass,グソクムシャ ,7,0,0,0,Hard Scale Pokémon,2,Bug,Water,2.0,108.0,1,Emergency Exit,,,530.0,75.0,125.0,140.0,60.0,90.0,40.0,45.0,70.0,186.0,Medium Fast,2,Bug,Water 3,50.0,20.0,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
895,895,769,Sandygast,Sankabuh,スナバァ ,7,0,0,0,Sand Heap Pokémon,2,Ghost,Ground,0.5,70.0,2,Water Compaction,,Sand Veil,320.0,55.0,55.0,80.0,70.0,45.0,15.0,140.0,70.0,64.0,Medium Fast,1,Amorphous,,50.0,15.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.25,1.0,1.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0
896,896,770,Palossand,Colossand,シロデスナ ,7,0,0,0,Sand Castle Pokémon,2,Ghost,Ground,1.3,250.0,2,Water Compaction,,Sand Veil,480.0,85.0,75.0,110.0,100.0,75.0,35.0,60.0,70.0,168.0,Medium Fast,1,Amorphous,,50.0,15.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.25,1.0,1.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0
897,897,771,Pyukumuku,Gufa,ナマコブシ ,7,0,0,0,Sea Cucumber Pokémon,1,Water,,0.3,1.2,2,Innards Out,,Unaware,410.0,55.0,60.0,130.0,30.0,130.0,5.0,60.0,70.0,144.0,Fast,1,Water 1,,50.0,15.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
898,898,772,Type: Null,Typ:Null,タイプ：ヌル ,7,1,0,0,Synthetic Pokémon,1,Normal,,1.9,120.5,1,Battle Armor,,,534.0,95.0,95.0,95.0,95.0,95.0,59.0,3.0,0.0,107.0,Slow,1,Undiscovered,,,120.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
899,899,773,Silvally,Amigento,シルヴァディ ,7,1,0,0,Synthetic Pokémon,1,Normal,,2.3,100.5,1,RKS System,,,570.0,95.0,95.0,95.0,95.0,95.0,95.0,3.0,0.0,257.0,Slow,1,Undiscovered,,,120.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
900,900,774,Minior Meteor Form,Meteno,メテノ ,7,0,0,0,Meteor Pokémon,2,Rock,Flying,0.3,40.0,1,Shields Down,,,440.0,60.0,60.0,100.0,60.0,100.0,60.0,30.0,70.0,154.0,Medium Slow,1,Mineral,,,25.0,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0
901,901,774,Minior Core Form,Meteno,メテノ ,7,0,0,0,Meteor Pokémon,2,Rock,Flying,0.3,0.3,1,Shields Down,,,500.0,60.0,100.0,60.0,100.0,60.0,120.0,30.0,70.0,175.0,Medium Slow,1,Mineral,,,25.0,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0
902,902,775,Komala,Koalelu,ネッコアラ ,7,0,0,0,Drowsing Pokémon,1,Normal,,0.4,19.9,1,Comatose,,,480.0,65.0,115.0,65.0,75.0,95.0,65.0,45.0,70.0,168.0,Slow,1,Field,,50.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
903,903,776,Turtonator,Tortunator,バクガメス ,7,0,0,0,Blast Turtle Pokémon,2,Fire,Dragon,2.0,212.0,1,Shell Armor,,,485.0,60.0,78.0,135.0,91.0,85.0,36.0,70.0,70.0,170.0,Medium Fast,2,Dragon,Monster,50.0,20.0,1.0,0.25,1.0,0.5,0.25,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,1.0
904,904,777,Togedemaru,Togedemaru,トゲデマル ,7,0,0,0,Roly-Poly Pokémon,2,Electric,Steel,0.3,3.3,3,Iron Barbs,Lightning Rod,Sturdy,435.0,65.0,98.0,63.0,40.0,73.0,96.0,180.0,70.0,152.0,Medium Fast,2,Fairy,Field,50.0,10.0,0.5,2.0,1.0,0.5,0.5,0.5,2.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5
905,905,778,Mimikyu,Mimigma,ミミッキュ ,7,0,0,0,Disguise Pokémon,2,Ghost,Fairy,0.2,0.7,1,Disguise,,,476.0,55.0,90.0,80.0,50.0,105.0,96.0,45.0,70.0,167.0,Medium Fast,1,Amorphous,,50.0,20.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.25,1.0,2.0,0.0,1.0,2.0,1.0
906,906,779,Bruxish,Knirfish,ハギギシリ ,7,0,0,0,Gnash Teeth Pokémon,2,Water,Psychic,0.9,19.0,3,Dazzling,Strong Jaw,Wonder Skin,475.0,68.0,105.0,70.0,70.0,70.0,92.0,80.0,70.0,166.0,Medium Fast,1,Water 2,,50.0,15.0,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0
907,907,780,Drampa,Sen-Long,ジジーロン ,7,0,0,0,Placid Pokémon,2,Normal,Dragon,3.0,185.0,3,Berserk,Sap Sipper,Cloud Nine,485.0,78.0,60.0,85.0,135.0,91.0,36.0,70.0,70.0,170.0,Medium Fast,2,Dragon,Monster,50.0,20.0,1.0,0.5,0.5,0.5,0.5,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0
908,908,781,Dhelmise,Moruda,ダダリン ,7,0,0,0,Sea Creeper Pokémon,2,Ghost,Grass,3.9,210.0,1,Steelworker,,,517.0,70.0,131.0,100.0,86.0,90.0,40.0,25.0,70.0,181.0,Medium Fast,1,Mineral,,,25.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
